"unitid","institution name","year","HD2018.State abbreviation","DRVF2018.Endowment assets (year end) per FTE enrollment (GASB)","DRVF2018.Endowment assets (year end) per FTE enrollment (FASB)","HD2018.Institution size category","HD2018.State abbreviation","HD2018.FIPS state code","HD2018.Bureau of Economic Analysis (BEA) regions","HD2018.Sector of institution","HD2018.Level of institution","HD2018.Control of institution","HD2018.Degree-granting status","HD2018.Historically Black College or University","HD2018.Tribal college","HD2018.Land Grant Institution","HD2018.Degree of urbanization (Urban-centric locale)","HD2018.Data Feedback Report comparison group created by NCES","HD2018.Data Feedback Report - Institution submitted a custom comparison group","HD2018.Postsecondary and Title IV institution indicator","HD2018.Institutional category","HD2018.Carnegie Classification 2018: Basic","HD2018.Carnegie Classification 2018: Undergraduate Instructional Program","HD2018.Carnegie Classification 2018: Graduate Instructional Program","HD2018.Carnegie Classification 2018: Undergraduate Profile","HD2018.Carnegie Classification 2018: Enrollment Profile","HD2018.Carnegie Classification 2018: Size and Setting","HD2018.Carnegie Classification 2015: Basic","HD2018.Carnegie Classification 2005/2010: Basic","HD2018.Carnegie Classification 2000","HD2018.Institution size category","DRVEF2018.Total  enrollment","DRVEF2018.Undergraduate enrollment","DRVEF2018.Graduate enrollment"
"166805","Massachusetts School of Barbering","2018","Massachusetts",,,"Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private for-profit, less-than 2-year","Less than 2 years (below associate)","Private for-profit","Nondegree-granting, primarily postsecondary","No","No","Not a Land Grant Institution","Suburb: Large","Nondegree-granting private for-profit,  largest program - cosmetology/29 of 37","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Under 1,000","61","61","0"
"166823","Massasoit Community College","2018","Massachusetts","401",,"5,000 - 9,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Public, 2-year","At least 2 but less than 4 years","Public","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Associate's Colleges: High Career & Technical-High Traditional, public/1 of 2","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Degree-granting, associate's and certificates","Associate's Colleges: High Vocational & Technical-High Traditional","Associate's Colleges: High Transfer","Not classified (Exclusively Undergraduate)","Two-year, mixed part/full-time","Exclusively undergraduate two-year","Two-year, medium","Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional","Associate's--Public Rural-serving Large","Associates Colleges","5,000 - 9,999","6995","6995","0"
"166850","Merrimack College","2018","Massachusetts",,"13621","1,000 - 4,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Masters Colleges and Universities (larger programs), private not-for-profit/2 of 5","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Master's Colleges & Universities: Larger Programs","Professions plus arts & sciences, some graduate coexistence","Postbaccalaureate: Education-dominant, with Arts & Sciences","Four-year, full-time, inclusive, lower transfer-in","High undergraduate","Four-year, medium, highly residential","Master's Colleges & Universities: Medium Programs","Baccalaureate Colleges--Diverse Fields","Baccalaureate Colleges--General","1,000 - 4,999","4643","3853","790"
"166869","MGH Institute of Health Professions","2018","Massachusetts",,"24407","1,000 - 4,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","City: Large","Other health professions schools, public or private not-for-profit/1 of 3","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Special Focus Four-Year: Other Health Professions Schools","Professions focus, high graduate coexistence","Research Doctoral: Single program-Other","Not classified (Exclusively Graduate)","Majority graduate","Four-year, small, primarily nonresidential","Special Focus Four-Year: Other Health Professions Schools","Other health professions schools","Other separate health profession schools","1,000 - 4,999","1250","215","1035"
"166887","Middlesex Community College","2018","Massachusetts",,,"5,000 - 9,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Public, 2-year","At least 2 but less than 4 years","Public","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Associate's Colleges: High Transfer-High Traditional, public/3 of 4","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, associate's and certificates","Associate's Colleges: High Transfer-High Traditional","Associate's Colleges: High Transfer","Not classified (Exclusively Undergraduate)","Two-year, higher part-time","Exclusively undergraduate two-year","Two-year, medium","Associate's Colleges: High Transfer-High Traditional","Associate's--Public Suburban-serving Multicampus","Associates Colleges","5,000 - 9,999","8090","8090","0"
"166911","Montserrat College of Art","2018","Massachusetts",,"2125","Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Special Focus--Schools of art, music, and design, public or private not-for-profit/2 of 2","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Special Focus Four-Year: Arts, Music & Design Schools","Balanced arts & sciences/professions, no graduate coexistence","Not classified (Exclusively Undergraduate)","Four-year, full-time, inclusive, lower transfer-in","Exclusively undergraduate four-year","Four-year, very small, highly residential","Special Focus Four-Year: Arts, Music & Design Schools","Schools of art, music, and design","Schools of art, music, and design","Under 1,000","367","367","0"
"166939","Mount Holyoke College","2018","Massachusetts",,"334799","1,000 - 4,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Baccalaureate Colleges--Arts & Sciences, private not-for-profit/2 of 7","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Baccalaureate Colleges: Arts & Sciences Focus","Arts & sciences focus, some graduate coexistence","Postbaccalaureate: Education-dominant, with other professional programs","Four-year, full-time, more selective, lower transfer-in","Very high undergraduate","Four-year, small, highly residential","Baccalaureate Colleges: Arts & Sciences Focus","Baccalaureate Colleges--Arts & Sciences","Baccalaureate Colleges--Liberal Arts","1,000 - 4,999","2335","2208","127"
"166957","Mount Wachusett Community College","2018","Massachusetts","1689",,"1,000 - 4,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Public, 2-year","At least 2 but less than 4 years","Public","Degree-granting","No","No","Not a Land Grant Institution","Rural: Fringe","Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional, public/3 of 4","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Degree-granting, associate's and certificates","Associate's Colleges: Mixed Transfer/Vocational & Technical-High Traditional","Associate's Colleges: Mixed Transfer/Career & Technical","Not classified (Exclusively Undergraduate)","Two-year, higher part-time","Exclusively undergraduate two-year","Two-year, medium","Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional","Associate's--Public Rural-serving Medium","Associates Colleges","1,000 - 4,999","3724","3724","0"
"167039","Rob Roy Academy-New Bedford","2018","Massachusetts",,,"Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private for-profit, less-than 2-year","Less than 2 years (below associate)","Private for-profit","Nondegree-granting, primarily postsecondary","No","No","Not a Land Grant Institution","Suburb: Midsize","Nondegree-granting private for-profit,  largest program - cosmetology/35 of 37","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Under 1,000","17","17","0"
"167057","The New England Conservatory of Music","2018","Massachusetts",,"156265","Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","City: Large","Special Focus--Schools of art, music, and design, public or private not-for-profit/1 of 2","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Special Focus Four-Year: Arts, Music & Design Schools","Arts & sciences focus, high graduate coexistence","Research Doctoral: Single program-Other","Four-year, full-time, more selective, lower transfer-in","Majority undergraduate","Four-year, very small, highly residential","Special Focus Four-Year: Arts, Music & Design Schools","Schools of art, music, and design","Schools of art, music, and design","Under 1,000","838","468","370"
